timestamp,ax,ay,az,gx,gy,gz,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz,gt_ax,gt_ay,gt_az
0.16,0.030209150237322763,0.06576500456947487,9.828941874118781,0.0007653398727588631,-0.00026230482063152583,0.002126117614961009,1.7693986179068144e-05,0.000575972352530929,0.0,0.00033175306827688545,0.007199308819906287,0.0,0.004146626714847798,0.044987040622068056,0.0
0.17,-0.009360765655459687,-0.010351310427097339,9.764309779328356,0.005241164576950088,-0.004989642291286521,-0.00030614716753427323,2.122316634942112e-05,0.0006502147653417722,0.0,0.00037451477524381717,0.00764917095820468,0.0,0.004405712369410278,0.04498537016777981,0.0
0.18,0.04601829278868671,0.06691771232100302,9.816391948764187,0.0008482755942213483,-0.0073986792327270234,-0.005189601026954042,2.5192917637750778e-05,0.0007289557143261849,0.0,0.00041986726808342925,0.008099015885871644,0.0,0.0046647837494685354,0.04498359849642766,0.0
0.19,0.018426062686043937,0.030025750838084765,9.784332077383578,-0.0005835792666783151,0.0002497115325369882,0.006292984222228336,2.9629147175136428e-05,0.0008121950223167751,0.0,0.00046781039985352993,0.008548842590756282,0.0,0.004923840015631525,0.04498172561199787,0.0
0.2,0.014637009422199355,0.03210471652941872,9.82503860495269,0.006642011645260261,-0.01765204550448271,0.005455930535133551,3.455776058114424e-05,0.0008999325020249138,0.0,0.0005183440152185526,0.008998650060748698,0.0,0.005182880328557171,0.04497975151870444,0.0
0.21,1.401751683684574e-05,-0.016264954941410698,9.817417976429004,0.0016525121738607228,-0.0005032840965790476,-0.008627502239969598,4.00046618800054e-05,0.000992167956041845,0.0,0.0005714679504496445,0.009448437283782272,0.0,0.005441903848955087,0.044977676220989055,0.0
0.22,0.0573771498978102,0.030574000819663556,9.840305048072887,0.004097830281559053,-0.004723738042055326,0.0024512043992792236,4.599575341687756e-05,0.0010889011768373535,0.0,0.0006271820334251111,0.009898203247835946,0.0,0.005700909737589293,0.044975499723521155,0.0
0.23,0.01632401269321687,0.05338078751153913,9.850004687905626,0.003576286934225674,0.0039007726330642085,0.0030630663585301575,5.255693577355114e-05,0.0011901319467619853,0.0,0.0006854860836315702,0.010347946940936487,0.0,0.005959897155280937,0.04497322203119786,0.0
0.24,0.008369030598017793,-0.005121459486415479,9.83176969697822,-0.014381202020783806,0.00523817438552573,-0.00016989998183324236,5.971410768484953e-05,0.0012958600380463814,0.0,0.0007463799121638637,0.010797667351160774,0.0,0.00621886526291101,0.04497084314914396,0.0
0.25,0.010913806706776186,0.0499274391002673,9.843811807669116,-0.00038334402810474247,0.0053562288012396694,0.011984920838612013,6.74931659545297e-05,0.0014060852128026102,0.0,0.0008098633217260343,0.011247363466638079,0.0,0.006477813221423073,0.04496836308271194,0.0
0.26,0.03770601575842643,0.03763614944785264,9.807489725722284,-0.005390372344406762,-0.001732234406453188,0.01150214197242325,7.592000537143262e-05,0.0015208072230239456,0.0,0.0008759361066319471,0.011697034275552328,0.0,0.0067367401918259654,0.04496578183748196,0.0
0.27,0.032958967266118876,0.015650431004292607,9.902693522338014,-0.004146584470784309,-0.005675720059817055,-0.00026931071519772074,8.502051862563365e-05,0.0016400258105859766,0.0,0.0009445980528058229,0.012146678766144394,0.0,0.006995645335196529,0.04496309941926181,0.0
0.28,0.03463650616056198,0.06060050842882607,9.781435427105153,0.007372930536626466,-0.004072961584333093,0.0005639289644323421,9.482059622450967e-05,0.0017637407072468303,0.0,0.0010158489377829483,0.012596295926714357,0.0,0.007254527812682326,0.044960315834086946,0.0
0.29,0.03543801687574084,-0.031110271981136264,9.80216732666272,-0.0018740277266129605,0.0014380534159069997,3.645366350587143e-05,0.00010534612640872298,0.0018919516346480592,0.0,0.0010896885307105642,0.013045884745623801,0.0,0.0075133867855043555,0.044957431088220416,0.0
0.3,0.0870216494410736,0.045354867650464176,9.845040757482407,0.009462840979030038,-0.008229322375205952,-0.0012590908812762584,0.00011662299506864926,0.0020246583043150856,0.0,0.0011661165923484873,0.01349544421129807,0.0,0.007772221414959775,0.044954445188152906,0.0
0.31,0.010838580370886138,0.08353441288280145,9.84058163914583,-0.007038442101354278,0.006967747447320183,-0.0027464825935603595,0.00012867708566025038,0.0021618604176583123,0.0,0.001245132875069821,0.013944973312228557,0.0,0.008031030862424607,0.044951358140602686,0.0
0.32,0.007922532417210349,0.07814646412553547,9.83262167057427,-0.00541835390138684,-0.0016531501589866673,0.004451337797115964,0.00014153427912122485,0.0023035576659724555,0.0,0.001326737122861843,0.014394471036974978,0.0,0.00828981428935647,0.04494816995251562,0.0
0.33,-0.000864610990139042,0.04663908224722079,9.838259559739793,0.0038117533047598517,0.0025008683622146726,0.011783974438241406,0.00015522045378729699,0.00244974973043921,0.0,0.001410929071326894,0.014843936374167635,0.0,0.00854857085729729,0.044944880631065116,0.0
0.34,0.04228668240514087,0.025891066899726776,9.755493285361819,-0.001706857598792543,-0.008907130568684205,0.009786873929155478,0.00016976148530833957,0.0026004362821263616,0.0,0.0014977084476832658,0.015293368312509712,0.0,0.008807299727876009,0.04494149018365216,0.0
0.35000000000000003,0.05793516884443806,0.015863921921476315,9.865678960836135,0.0015366366830052486,-0.004629910128791748,0.006042028351112506,0.0001851832465643577,0.0027556169819891174,0.0,0.0015870749707656451,0.01574276584077954,0.0,0.009066000062811315,0.04493799861790524,0.0
0.36,0.020906247294268095,0.025846632124511132,9.811883271234,-0.0005615341318487509,-0.009528395728281897,-0.009879756181643055,0.00020151160758180575,0.0029152914808712183,0.0,0.0016790283510267124,0.016192127947832865,0.0,0.009324671023914348,0.0449344059416804,0.0
0.37,-0.0006213825357844205,0.051244929600598316,9.855376825468126,-0.0007128811898300385,0.005105947469005761,-0.007107303379354946,0.0002187724354499876,0.0030794594195049374,0.0,0.0017735682905374974,0.01664145362260514,0.0,0.00958331177309142,0.04493071216306114,0.0
0.38,0.00010748500160954327,0.010709603126575984,9.756994202630962,-0.0015211803436603816,-0.0008010236993750982,0.007595881260507718,0.0002369915942366796,0.0032481204285124132,0.0,0.0018706944829887107,0.017090741854113783,0.0,0.009841921472346731,0.04492691729035847,0.0
0.39,0.04461828291852611,0.057645735873622275,9.825697055104435,0.0008974668020386838,0.00285652476718118,0.01043153218253342,0.00025619494490491945,0.0034212741284065373,0.0,0.001970406613691722,0.017539991631460465,0.0,0.010100499283785081,0.04492302133211085,0.0
0.4,0.047656669505717855,0.0989138398371839,9.801094931625654,0.0032081914376395145,0.00031706841165037844,0.005162917265892273,0.00027640834522879576,0.0035989201295916207,0.0,0.0020727043595790916,0.01798920194383338,0.0,0.010359044369614588,0.044919024297084185,0.0
0.41000000000000003,0.04191218394130525,0.03305842914044995,9.83516360454744,0.008072110754862381,0.0023423752695618015,0.0009259002252350198,0.0002976576497099037,0.0037810580323642817,0.0,0.002177587389206348,0.018438371780509506,0.0,0.0106175558921494,0.0449149261942718,0.0
0.42,0.005910741795151581,-0.005421117065604733,9.827512113574064,-0.0010125626767140887,-0.0016872093020426332,0.009274842417974546,0.0003199687094934678,0.003967687426914113,0.0,0.0022850553627525197,0.018887500130856907,0.0,0.010876033013812412,0.04491072703289443,0.0
0.43,0.03309931458913956,-0.005435915567092206,9.828981433924975,-0.0019681914781793782,-0.0010177279473695322,0.0063408191808780445,0.00034336737228490843,0.004158807893325234,0.0,0.0023951079320214674,0.019336585984336983,0.0,0.011134474897137968,0.04490642682240018,0.0
0.44,0.029893454978996446,0.058198992123811785,9.786231749353055,-0.002612307782295661,-0.0004586620940462111,0.008319566520003674,0.0003678794822654097,0.004354419001576515,0.0,0.0025077447404429523,0.019785628330506747,0.0,0.0113928807047746,0.044902025572464525,0.0
0.45,0.03321190750135811,0.03310513792417697,9.81629092637544,0.007348919275162494,0.0020281582746361415,-0.006591039316160835,0.00039353088000870784,0.004554520311543131,0.0,0.0026229654230738755,0.020234626159021118,0.0,0.011651249599487719,0.04489752329299028,0.0
0.46,0.05305244408260802,0.06119784687602915,9.81259498856212,0.0034516244855690896,0.0021605921060901387,0.004467947657877837,0.0004203474023974363,0.004759111372997227,0.0,0.0027407696065992583,0.020683578459635168,0.0,0.011909580744162323,0.044892919994107564,0.0
0.47000000000000003,0.0338757397650462,0.018879188211393307,9.832859301251222,-0.009495167132190853,0.01405718442003672,0.01168352094974403,0.0004483548825389705,0.004968191725609028,0.0,0.0028611569093336623,0.021132484222206406,0.0,0.012167873301805738,0.044888215686173794,0.0
0.48,0.04779353332770714,0.05980211680596862,9.847678909863003,-0.00971560351398191,0.008408010636898033,0.005507299186799081,0.0004775791496822168,0.005181760898947729,0.0,0.002984126941222343,0.02158134243669706,0.0,0.012426126435550295,0.044883410379773676,0.0
0.49,0.02971171139332282,0.030129528882227367,9.822514277660257,-0.0041502893974904274,-0.008893793929448186,0.007670646682476636,0.0005080460291334576,0.005399818412482826,0.0,0.0031096793038424943,0.022030152093176335,0.0,0.012684339308656076,0.04487850408571913,0.0
0.5,0.03661609304521311,0.012898375155330856,9.779714831348342,0.0011507272202718733,-0.0007155273896362768,0.003170627201998633,0.0005397813421731401,0.005622363775585004,0.0,0.0032378135904045815,0.022478912181822703,0.0,0.012942511084513589,0.04487349681504933,0.0
0.51,0.04713928770180272,0.022838434214959097,9.821227364287003,-0.00016735069609345282,-0.0020294792013274853,0.0035784509872027405,0.0005728109059718323,0.0058493964875274695,0.0,0.0033685293857536715,0.02292762169292614,0.0,0.013200640926646513,0.04486838857903063,0.0
0.52,-0.01525594659695561,-0.0010484512735405363,9.896332286852278,0.0025738927592184042,0.006400652404049999,0.010119998381213215,0.0006071605335066788,0.006080916037486395,0.0,0.003501826266370589,0.023376279616890438,0.0,0.013458727998714384,0.04486317938915656,0.0
0.53,0.01912663497379627,0.09453865601459611,9.867380159809633,-0.0008772172109163995,-0.0015787398130060796,-0.00018232374580831818,0.0006428560334780786,0.006316921904543138,0.0,0.003637703800373693,0.02382488494423546,0.0,0.013716771464515309,0.04485786925714778,0.0
0.54,0.01486359085920483,0.03196100378819748,9.728768013117268,0.006987093856894713,0.0023214443872333276,-0.0006123487667311777,0.0006799232102255304,0.006557413557684688,0.0,0.003776161547519852,0.024273436665599415,0.0,0.013974770487988694,0.044852458194952094,0.0
0.55,0.010066388785917663,0.054182368875210274,9.819900294610845,0.0038605568938700793,-0.011685308151400597,0.0008939764959526655,0.0007183878636445318,0.006802390455804552,0.0,0.003917199059205956,0.024721933771741107,0.0,0.014232724233217918,0.044846946214744395,0.0
0.56,0.021236364327632568,0.01873525934280265,9.84596358575766,0.0003878830355784303,-0.007568004056966394,0.0034614488620021465,0.000758275789102536,0.007051852047704976,0.0,0.00406081587847078,0.025170375253542245,0.0,0.014490631864433078,0.04484133332892663,0.0
0.5700000000000001,0.07459673188304555,0.003277784890733111,9.81253018962296,0.005726697152670526,0.010461465895512303,-0.0046470875751042275,0.0007996127773557404,0.007305797772097611,0.0,0.004207011539995875,0.02561876010200968,0.0,0.014748492546013674,0.044835619550127805,0.0
0.58,0.004031371971694023,0.027813389563665837,9.804197272395683,-0.008244531121576104,0.00025122199104123496,0.0071177611351933845,0.0008424246144653202,0.0075642270576044,0.0,0.00435578557010734,0.026067087308277687,0.0,0.01500630544249132,0.044829804891203896,0.0
0.59,0.059312420356296885,0.06785966536661386,9.809991073547495,-0.0004253735633261194,-0.004992300117345094,0.002700310392484596,0.0008867370817139952,0.007827139322760024,0.0,0.004507137486777601,0.026515355863610254,0.0,0.015264069718552464,0.0448238893652379,0.0
0.6,-0.019964308609433067,0.01919591924359123,9.834565684563039,0.0006875615306399262,0.0012143543561126929,0.007849037769071029,0.0009325759555223745,0.008094533976011453,0.0,0.004661066799626479,0.02696356475940331,0.0,0.015521784539041074,0.04481787298553974,0.0
0.61,0.020732898169388107,0.008695796583763807,9.783545900768749,0.003010182499762547,-0.005265294767262575,-0.006955743743748105,0.0009799670073656341,0.008366410415721282,0.0,0.004817573009923227,0.027411712987187038,0.0,0.01577944906896135,0.04481175576564627,0.0
0.62,0.035919654426630615,0.03946946505039553,9.85366065954828,-0.008575830014143103,-0.0014168677094784155,0.007986202685256537,0.0010289360036896955,0.008642768030167503,0.0,0.004976655610587688,0.02785979953862811,0.0,0.01603706247348045,0.04480553771932123,0.0
0.63,0.04888129385870951,0.04976989688208755,9.816320210249058,-0.001302034534372408,-0.007263089696220074,0.010442010649277866,0.0010795087058280695,0.008923606197545286,0.0,0.00513831408619252,0.028307823405531972,0.0,0.01629462391793117,0.044799218860555226,0.0
0.64,0.05288892996160029,0.08407824426916118,9.789949271776653,0.0020023039817553723,-0.003943606088967153,0.00600918965840329,0.0011317108699183676,0.009208924285969422,0.0,0.005302547912964428,0.02875578357984511,0.0,0.016552132567814643,0.044792799203565686,0.0
0.65,0.05561000464480083,0.04539879311397168,9.85173050484196,0.0023858106319866795,-0.0020816834472931352,0.004025425640087982,0.0011855682468184803,0.009498721653473874,0.0,0.0054693565587858655,0.02920367905365733,0.0,0.01680958758880308,0.04478627876279684,0.0
0.66,0.021605235979289303,0.05409943790885671,9.77164607284665,0.005930649207271006,0.0056034965716835585,0.00826019252883635,0.0012411065820235878,0.00979299764801489,0.0,0.005638739483196976,0.029651508819203996,0.0,0.017066988146742432,0.04477965755291966,0.0
0.67,0.018453779627718107,0.05635119269644153,9.801343697089951,0.003807526662033725,0.0023202300384157987,0.010350127251202598,0.0012983516155826713,0.010091751607471666,0.0,0.005810696137397198,0.03009927186886833,0.0,0.017324333407655122,0.044772935588831886,0.0
0.68,0.05832089897545734,0.00017565142767900915,9.800849748041445,-0.0003042302468602056,0.0031926201797104676,0.006666392785214358,0.00135732908201458,0.010394982859647905,0.0,0.00598522596424731,0.030546967195183652,0.0,0.017581622537742727,0.04476611288565792,0.0
0.6900000000000001,0.027099724956940234,0.005859227344662519,9.882318258147084,0.0033748687447437736,-0.00012887325681990074,0.007098703373580985,0.0014180647102257637,0.010702690722273145,0.0,0.006162328398270578,0.030994593790835676,0.0,0.017838854703388685,0.04475918945874885,0.0
0.7000000000000001,-0.00517456062897665,0.002235276635512873,9.797449376940817,-0.0010068181777731625,0.004114245491847928,0.012453907367753456,0.0014805842234255628,0.011014874503005201,0.0,0.006342002865655428,0.03144215064866475,0.0,0.01809602907116101,0.04475216532368238,0.0
0.71,-0.000645471612289443,-0.00521933217448655,9.753351043384997,0.000733869763814264,-0.004367596346716204,0.008033645930639675,0.0015449133390438297,0.01133153349943039,0.0,0.0065242487842567705,0.03188963676166812,0.0,0.018353144807814976,0.044745040496262815,0.0
0.72,0.006026632500247479,0.05860161123863311,9.800545546541626,0.0039740117507368125,-0.0036635297249083577,0.0002851902935665932,0.0016110777686474398,0.011652666999066197,0.0,0.006709065563597872,0.03233705112300224,0.0,0.01861020108029582,0.04473781499252101,0.0
0.73,0.048782019377354366,0.043431991578627,9.831666510422142,-0.00022650396594021252,0.002037955357284398,0.010678281843125676,0.0016791032178564702,0.0119782742793626,0.0,0.006896452604872483,0.03278439272598496,0.0,0.01886719705574145,0.04473048882871434,0.0
0.74,0.03839690398360207,0.03710794391407017,9.841522536397507,0.0018099483976591877,-0.0013957369501358824,0.0037850131551871104,0.0017490153862618207,0.012308354607702965,0.0,0.007086409300946972,0.0332316605640979,0.0,0.019124131901485115,0.044723062021326684,0.0
0.75,0.05509556540709119,-0.04306596087499972,9.886296190803282,0.004806543846585063,-6.922924181415268e-05,0.004628542285648815,0.001820839967340948,0.012642907241407153,0.0,0.007278935036361656,0.03367885363098857,0.0,0.019381004785058154,0.04471553458706834,0.0
0.76,0.021820235484096617,0.09637221230143458,9.860206927129576,0.003560824303695265,-0.0008206763895729764,0.005054996858888208,0.0018946026483751544,0.012981931427731297,0.0,0.007474029187333287,0.03412597092047279,0.0,0.019637814874192645,0.04470790654287604,0.0
0.77,0.03965075206912554,0.00787201778130621,9.823637677817453,0.006167359279406848,0.006267252072807388,0.009423360853862639,0.001970329110366764,0.013325426403871798,0.0,0.007671691121757096,0.03457301142653683,0.0,0.01989456133682412,0.04470017790591288,0.0
0.78,0.053918955160114364,0.09624673137173702,9.791257535972756,0.011642241489764553,0.006527764663394363,0.013381671636514918,0.002048045027954748,0.013673391396964663,0.0,0.00787192019920857,0.03501997414333975,0.0,0.020151243341094267,0.04469234869356829,0.0
0.79,0.026127463863746467,-0.008792825496081479,9.86672082294042,0.003514638866784717,-0.0031308288028187377,0.004817858154815029,0.0021277760693327874,0.014025825624088828,0.0,0.008074715770945585,0.03546685806521562,0.0,0.020407860055353617,0.044684418923458,0.0
0.8,0.04936766777488659,0.010304353856727875,9.806943093490213,-0.0023064627570237735,-0.008799346734453659,0.013410363079105116,0.0022095478961653425,0.0143827282922675,0.0,0.008280077179910795,0.035913662186675806,0.0,0.020664410648164246,0.04467638861342398,0.0
0.81,0.01606311605630291,-0.03141722369375447,9.798255282913562,0.0025591152390990034,-0.0035574845044382035,0.00563525289024599,0.002293386163504718,0.014744098598469924,0.0,0.008488003760733331,0.03636038550241122,0.0,0.02092089428830245,0.04466825778153442,0.0
0.8200000000000001,0.025285694747809305,0.04552377572436463,9.805487785935378,0.0023440920824520867,-0.00448480073283979,0.01188136653208893,0.00237931651970813,0.015109935729612944,0.0,0.008698494839731197,0.036807027007294595,0.0,0.021177310144761458,0.04466002644608371,0.0
0.8300000000000001,0.02498152056680425,0.0016139900012553596,9.780431352833096,0.003067553467551908,0.004158741703995369,0.005920863823517168,0.0024673646063543275,0.015480238862563,0.0,0.00891154973491357,0.037253585696382735,0.0,0.021433657386754124,0.044651694625592334,0.0
0.84,0.0008147458160444182,0.0024532577158562496,9.80404939726487,0.007475081236186859,0.004602487383872291,0.0025247074776792874,0.0025575560581602153,0.015855007164138568,0.0,0.009127167755982856,0.03770006056491877,0.0,0.02168993518371561,0.04464326233880688,0.0
0.85,0.05155531712887352,-0.006540696910531926,9.811006750100647,-0.008420557544920033,-0.005155370915189891,0.014655403511521326,0.00264991650289903,0.01623423979111105,0.0,0.009345348204336634,0.038146450608334444,0.0,0.02194614270530607,0.044634729604699996,0.0
0.86,0.023120208915331654,0.05794674832460623,9.839919698174363,0.007569189956648671,-0.003772523792774245,0.002163521187367493,0.0027444715613158532,0.016617935890206992,0.0,0.00956609037307068,0.03859275482225234,0.0,0.022202279121413367,0.04462609644247034,0.0
0.87,0.03783316716398635,0.05596127241856892,9.80635734994697,0.009252084340290564,-0.0073950554362755255,0.0018868908725351236,0.0028412468470453422,0.017006094598110533,0.0,0.009789393546980385,0.03903897220248816,0.0,0.02245834360215573,0.04461736287154251,0.0
0.88,0.05213673508506174,0.08896954564393061,9.779976222744844,0.0028403533163510733,0.0006718926176137992,-0.001061320580624238,0.002940267966528576,0.017398715041464508,0.0,0.010015257002563694,0.03948510174505301,0.0,0.02271433531788447,0.044608528911567046,0.0
0.89,0.05136618872008498,0.014028395950231146,9.769886835342298,0.002960675406115665,-0.00022458213708704763,0.011613116156934517,0.003041560518930342,0.017795796336873337,0.0,0.010243680008023226,0.03993114244615558,0.0,0.022970253439186655,0.04459959458242035,0.0
0.9,0.05818765040607137,0.04115514103560867,9.824287092425694,-0.0012082240362974942,0.003945609087194638,0.012851865230943248,0.003145150096055982,0.01819733759090414,0.0,0.010474661823268772,0.04037709330220449,0.0,0.023226097136887787,0.04459055990420466,0.0
0.91,0.035527301046771806,-0.004098631024810555,9.820178775604075,3.1619949083525044e-05,0.002485656472797162,0.007258080101775069,0.0032510622822681245,0.018603337900089167,0.0,0.010708201699919241,0.04082295330981051,0.0,0.023481865582054513,0.04458142489724799,0.0
0.92,0.02603860858467269,0.024521018900044572,9.801370618663604,0.00348976079574076,0.0030510148552809076,0.0005308188442074147,0.0033593226544044175,0.019013796350928258,0.0,0.010944298881305681,0.041268721465788805,0.0,0.023737557945997297,0.04457218958210411,0.0
0.93,0.03660162707308113,0.01899749458111715,9.803976306185238,0.0031677619638516216,-0.00771001019892869,0.005473995173488701,0.003469956781694483,0.019428712019889716,0.0,0.011182952602473595,0.04171439676716121,0.0,0.0239931734002731,0.04456285397955248,0.0
0.9400000000000001,-0.011371321902052811,0.04848691683546082,9.829654607983974,0.0036035486500169372,-0.0031316301829612874,0.004052447353923785,0.003582990225676541,0.019848083973413422,0.0,0.011424162090184976,0.04215997821115849,0.0,0.024248711116688082,0.044553418110598195,0.0
0.9500000000000001,-0.003909203905392358,0.06505453618901769,9.85971638761068,0.0031333428580164182,0.004744486523716018,0.00047080604048587923,0.0036984485401156952,0.020271911267913056,0.0,0.011667926562921328,0.04260546479522258,0.0,0.024504170267300254,0.044543881996471954,0.0
0.96,7.856165379012403e-05,0.064266246383575,9.79459566247568,0.004491949870711849,-0.0026928805923132227,0.003236245518613731,0.003816357270920001,0.020700192949776985,0.0,0.011914245230885979,0.043050855517008844,0.0,0.024759550024422188,0.04453424565863002,0.0
0.97,0.010097444732579262,0.00924014095222581,9.820667085086463,0.003933243349928238,-0.008137829372345211,0.008266884773375989,0.003936741956058198,0.021132928055371814,0.0,0.012163117296006654,0.04349614937438837,0.0,0.025014849560623713,0.044524509118754135,0.0
0.98,0.05226329485043764,0.0644687095374415,9.84674811212016,-0.005121743326300658,0.0040399478993582835,0.002769813919499897,0.0040596281254769995,0.021570115611043716,0.0,0.012414541951938052,0.04394134536545014,0.0,0.025270068048734544,0.044514672398751516,0.0
0.99,0.013360833001045173,0.03318218140752087,9.794716571294082,0.0041613402175394,-0.0028863249750720344,0.007311726848816298,0.004185041301018599,0.02201175463312066,0.0,0.012668518384064598,0.044386442488503396,0.0,0.025525204661846997,0.04450473552075478,0.0
1.0,0.029435381952136994,0.02475679163021145,9.8175310365631,0.009292933082081137,0.0053131849681343915,-0.002971206865479882,0.0043130069963369655,0.022457844127915516,0.0,0.012925045769502841,0.044831439742079766,0.0,0.02578025857331868,0.0444946985071219,0.0
1.01,0.08001207789035711,0.0132292167758686,9.81686013190737,-0.00013313375977701158,-9.20736042015569e-05,0.014363602928779588,0.004443550716816791,0.022908383091726492,0.0,0.013184123277104299,0.04527633612493563,0.0,0.026035228956775135,0.044484561380436154,0.0
1.02,0.030602195854269765,0.0176762503326595,9.778661142948694,0.0074973997399123875,-0.001386097214505388,0.004067879544489868,0.004576697959489229,0.023363370510841586,0.0,0.013445750067457941,0.04572113063605431,0.0,0.026290114986112546,0.044474324163506065,0.0
1.03,0.063670382889513,0.08673340226525236,9.823054963842969,-0.004586476499557956,0.006815954455616836,0.01043336742992955,0.004712474212950402,0.023822805361539245,0.0,0.0137099252928933,0.046165822274648355,0.0,0.026544915835500404,0.04446398687936536,0.0
1.04,0.013791100279087868,0.04367587254609366,9.818946340358133,-0.00014881309805217565,-0.006513278095685852,0.0070826789511105655,0.004850904957278468,0.024286686610091035,0.0,0.01397664809748287,0.04661041004016176,0.0,0.02679963067938418,0.04445354955127295,0.0
1.05,0.03589113195645909,0.039681367627748945,9.834652527487881,-0.0032057907590492918,0.007171105898155446,0.00820882001231957,0.0049920156639509106,0.0247550132127643,0.0,0.014245917617045035,0.04705489293227224,0.0,0.02705425869248799,0.0444430122027128,0.0
1.06,0.013808137402499868,0.026564969101285533,9.782393405760178,0.006896106262118995,-0.0031967799777296137,0.0005934272708699355,0.005135831795762158,0.025227784115824825,0.0,0.014517732979146736,0.047499269950893465,0.0,0.027308799049817305,0.04443237485739394,0.0
